country_code,country_name,year,literacy,primary,secondary,tertiary,years_schooling,education_component,total_weight
TEC,Europe & Central Asia (IDA & IBRD countries),2003,0.974280014038086,0.47550646021259113,0.5737253833416953,0.2916231483346466,,0.638400127043961,0.9
TEC,Europe & Central Asia (IDA & IBRD countries),2004,0.974823913574219,0.4660056042920337,0.5545900800092252,0.2979987136762319,,0.6322173577604596,0.9
TEC,Europe & Central Asia (IDA & IBRD countries),2005,0.9761765289306641,0.4533201326507044,0.5443588311687709,0.3106679270503367,,0.6291187578434259,0.9
TEC,Europe & Central Asia (IDA & IBRD countries),2006,0.9756980895996089,0.4506835704933164,0.5519251362509626,0.3239002847307426,,0.63268051972322,0.9
TEC,Europe & Central Asia (IDA & IBRD countries),2007,0.97650260925293,0.4500918165988895,0.5557004538676391,0.3349769514584453,,0.635712002534815,0.9
TEC,Europe & Central Asia (IDA & IBRD countries),2008,0.9775221252441411,0.44527152319340046,0.5577298155375151,0.3441570688297667,,0.6370743960230735,0.9
TEC,Europe & Central Asia (IDA & IBRD countries),2009,0.9820245361328119,0.4437650369075006,0.5534928186059224,0.35271521890392504,,0.6384898396760145,0.9
TEC,Europe & Central Asia (IDA & IBRD countries),2010,0.9848121643066411,0.44566504651055633,0.5629471312319615,0.36301793986779823,,0.6441845915358484,0.9
TEC,Europe & Central Asia (IDA & IBRD countries),2011,0.987043304443359,0.44651143745996097,0.5693081134013471,0.3684956191749229,,0.6477962778350834,0.9
TEC,Europe & Central Asia (IDA & IBRD countries),2012,0.9883590698242191,0.4450356148517231,0.5689851378225977,0.3734855940893208,,0.6486488527629531,0.9
TEC,Europe & Central Asia (IDA & IBRD countries),2013,0.988806762695312,0.45205840494158994,0.5982029891747844,0.38448588248219406,,0.6603081549588187,0.9
TEC,Europe & Central Asia (IDA & IBRD countries),2014,0.9892041015625,0.45026011795784265,0.6025061993548856,0.3942013348470158,,0.6628555601401026,0.9
TEC,Europe & Central Asia (IDA & IBRD countries),2015,0.989654998779297,0.44326666951881755,0.6016443576687169,0.3994092523758091,,0.6620803453456702,0.9
TEC,Europe & Central Asia (IDA & IBRD countries),2016,0.990277481079102,0.4408696512768671,0.6011652880764536,0.41146801127936705,,0.663631886989025,0.9
