country_code,country_name,year,value,indicator
MEA,"Middle East, North Africa, Afghanistan & Pakistan",1995,5382.0,"Patent applications, nonresidents"
MEA,"Middle East, North Africa, Afghanistan & Pakistan",1994,4633.0,"Patent applications, nonresidents"
MEA,"Middle East, North Africa, Afghanistan & Pakistan",1993,4630.0,"Patent applications, nonresidents"
MEA,"Middle East, North Africa, Afghanistan & Pakistan",1992,3997.0,"Patent applications, nonresidents"
MEA,"Middle East, North Africa, Afghanistan & Pakistan",1991,4384.0,"Patent applications, nonresidents"
MEA,"Middle East, North Africa, Afghanistan & Pakistan",1990,4674.0,"Patent applications, nonresidents"
MEA,"Middle East, North Africa, Afghanistan & Pakistan",1989,4433.0,"Patent applications, nonresidents"
MEA,"Middle East, North Africa, Afghanistan & Pakistan",1988,4129.0,"Patent applications, nonresidents"
MEA,"Middle East, North Africa, Afghanistan & Pakistan",1987,4216.0,"Patent applications, nonresidents"
MEA,"Middle East, North Africa, Afghanistan & Pakistan",1986,3947.0,"Patent applications, nonresidents"
MEA,"Middle East, North Africa, Afghanistan & Pakistan",1985,4191.0,"Patent applications, nonresidents"
MEA,"Middle East, North Africa, Afghanistan & Pakistan",1984,4720.0,"Patent applications, nonresidents"
MEA,"Middle East, North Africa, Afghanistan & Pakistan",1983,4249.0,"Patent applications, nonresidents"
MEA,"Middle East, North Africa, Afghanistan & Pakistan",1982,4087.0,"Patent applications, nonresidents"
MEA,"Middle East, North Africa, Afghanistan & Pakistan",1981,4332.0,"Patent applications, nonresidents"
MEA,"Middle East, North Africa, Afghanistan & Pakistan",1980,4562.0,"Patent applications, nonresidents"
NAC,North America,2020,357699.0,"Patent applications, nonresidents"
NAC,North America,2019,368590.0,"Patent applications, nonresidents"
NAC,North America,2018,343858.0,"Patent applications, nonresidents"
NAC,North America,2017,344021.0,"Patent applications, nonresidents"
NAC,North America,2016,340911.0,"Patent applications, nonresidents"
NAC,North America,2015,333762.0,"Patent applications, nonresidents"
NAC,North America,2014,324989.0,"Patent applications, nonresidents"
NAC,North America,2013,313955.0,"Patent applications, nonresidents"
NAC,North America,2012,304566.0,"Patent applications, nonresidents"
NAC,North America,2011,286189.0,"Patent applications, nonresidents"
NAC,North America,2010,279148.0,"Patent applications, nonresidents"
NAC,North America,2009,263604.0,"Patent applications, nonresidents"
NAC,North America,2008,261761.0,"Patent applications, nonresidents"
NAC,North America,2007,249940.0,"Patent applications, nonresidents"
NAC,North America,2006,240698.0,"Patent applications, nonresidents"
NAC,North America,2005,217571.0,"Patent applications, nonresidents"
NAC,North America,2004,200377.0,"Patent applications, nonresidents"
NAC,North America,2003,186799.0,"Patent applications, nonresidents"
NAC,North America,2002,185982.0,"Patent applications, nonresidents"
NAC,North America,2001,184711.0,"Patent applications, nonresidents"
NAC,North America,2000,166535.0,"Patent applications, nonresidents"
NAC,North America,1999,149701.0,"Patent applications, nonresidents"
NAC,North America,1998,132409.0,"Patent applications, nonresidents"
NAC,North America,1997,126520.0,"Patent applications, nonresidents"
NAC,North America,1996,130041.0,"Patent applications, nonresidents"
NAC,North America,1995,128341.0,"Patent applications, nonresidents"
NAC,North America,1994,120205.0,"Patent applications, nonresidents"
